English Premier League 1998/1999
Matchday,Date,Home,Away,HomeGoals,AwayGoals
43,1999-04-16 00:00:00,Birmingham,Wolves,0,1
43,1999-04-16 00:00:00,Bolton,Ipswich,2,0
43,1999-04-16 00:00:00,Bradford,Huddersfield,2,3
43,1999-04-16 00:00:00,Crewe,Watford,0,1
43,1999-04-16 00:00:00,Crystal Palace,Swindon,0,1
43,1999-04-16 00:00:00,Grimsby,Bury,0,0
43,1999-04-16 00:00:00,Norwich,Tranmere,2,2
43,1999-04-16 00:00:00,Port Vale,Oxford Utd,1,0
43,1999-04-16 00:00:00,Sheffield Utd,QPR,2,0
43,1999-04-16 00:00:00,Stockport,Bristol City,2,2
43,1999-04-16 00:00:00,West Brom,Portsmouth,2,2
44,1999-04-22 00:00:00,Bury,Bolton,2,1
44,1999-04-23 00:00:00,Bristol City,Birmingham,1,2
44,1999-04-23 00:00:00,Huddersfield,Barnsley,0,1
44,1999-04-23 00:00:00,Ipswich,Crewe,1,2
44,1999-04-23 00:00:00,Oxford Utd,Norwich,2,4
44,1999-04-23 00:00:00,Portsmouth,Stockport,3,1
44,1999-04-23 00:00:00,QPR,Bradford,1,3
44,1999-04-23 00:00:00,Sunderland,Sheffield Utd,0,0
44,1999-04-23 00:00:00,Swindon,Grimsby,2,0
44,1999-04-23 00:00:00,Tranmere,Port Vale,1,1
44,1999-04-23 00:00:00,Watford,Crystal Palace,2,1
44,1999-04-24 00:00:00,Wolves,West Brom,1,1
45,1999-04-29 00:00:00,Bolton,Wolves,1,1
45,1999-04-30 00:00:00,Barnsley,Watford,2,2
45,1999-04-30 00:00:00,Bradford,Oxford Utd,0,0
45,1999-04-30 00:00:00,Crewe,Portsmouth,3,1
45,1999-04-30 00:00:00,Crystal Palace,Huddersfield,2,2
45,1999-04-30 00:00:00,Grimsby,Tranmere,1,0
45,1999-04-30 00:00:00,Norwich,Swindon,2,1
45,1999-04-30 00:00:00,Port Vale,QPR,2,0
45,1999-04-30 00:00:00,Sheffield Utd,Bristol City,3,1
45,1999-04-30 00:00:00,Stockport,Sunderland,0,1
45,1999-04-30 00:00:00,West Brom,Bury,1,0
45,1999-05-01 00:00:00,Birmingham,Ipswich,1,0
46,1999-05-08 00:00:00,Bristol City,Norwich,1,0
46,1999-05-08 00:00:00,Bury,Port Vale,1,0
46,1999-05-08 00:00:00,Huddersfield,Crewe,0,0
46,1999-05-08 00:00:00,Ipswich,Sheffield Utd,4,1
46,1999-05-08 00:00:00,Oxford Utd,Stockport,5,0
46,1999-05-08 00:00:00,Portsmouth,Bolton,0,2
46,1999-05-08 00:00:00,QPR,Crystal Palace,6,0
46,1999-05-08 00:00:00,Sunderland,Birmingham,2,1
46,1999-05-08 00:00:00,Swindon,Barnsley,1,3
46,1999-05-08 00:00:00,Tranmere,West Brom,3,1
46,1999-05-08 00:00:00,Watford,Grimsby,1,0
46,1999-05-08 00:00:00,Wolves,Bradford,2,3
